id,Accident_Latitude,Accident_Longitude,Accident_Type
476,34.407,133.203,﻿衝突
477,33.687,131.6,﻿衝突（岸壁）
478,33.2933,131.6433,﻿運航阻害
479,40.875,140.744,﻿運航阻害
480,32.7611,130.584,﻿船舶事故
481,40.8452,140.718833,﻿衝突（岸壁）
482,32.9263,130.442667,﻿乗組員負傷
483,32.765,130.373,﻿衝突（岸壁）
484,34.21,135.1067,﻿運航阻害
485,33.8367,131.3039,﻿運航阻害
486,34.3926,133.0906,﻿衝突
487,35.00833,139.68,﻿運航阻害
488,40.8367,140.7417,﻿運航阻害
489,34.403667,133.196333,﻿乗組員死亡
490,40.846667,140.718611,﻿乗組員負傷
491,34.407333,133.2083,﻿衝突
492,42.6383,141.6383,﻿乗組員負傷
493,40.844,140.7185,﻿旅客船びなす衝突（桟橋）
494,33.3133,131.6617,﻿運航阻害
495,40.872222,140.745833,﻿旅客船あさかぜ運航阻害
496,34.2783,132.9128,﻿乗揚
497,35.212167,139.737,﻿乗揚
498,34.3767,133.0961,﻿衝突
499,40.844,140.718,﻿乗組員負傷
500,32.1583,130.0419,﻿遊覧船サブマリン号乗揚
501,40.8433,140.7185,﻿乗組員負傷
502,31.8185,129.8149,﻿火災
503,32.7517,130.4584,﻿運航阻害
504,32.91,130.4,﻿運航阻害
505,34.330556,133.1,﻿衝突（防砂堤）
506,34.287,133.145,﻿衝突（桟橋）
507,34.1717,134.8185,﻿衝突（岸壁）
508,33.3703,131.7035,﻿運航阻害
509,34.332833,132.91667,﻿衝突
510,33.687,131.6,﻿衝突（岸壁）
511,33.105,132.005,﻿運航阻害
512,33.12667,131.81,﻿衝突（岸壁）
513,32.9785,131.9107,﻿乗揚
514,26.2733,127.41,﻿火災
515,34.0517,134.5906,﻿衝突（岸壁）
516,26.2733,127.6983,﻿乗揚
517,34.1867,134.6185,﻿衝突
518,35.155,139.7767,﻿衝突
519,33.12667,131.81167,﻿衝突（岸壁）
520,32.632,129.371,﻿運航阻害
521,34.965,139.1315,﻿衝突
522,32.7233,129.7481,﻿運航阻害
523,34.0533,134.5983,﻿衝突（岸壁）
524,34.06,134.64167,﻿運航阻害
525,34.0567,134.5833,﻿乗組員負傷
526,34.05,134.5917,﻿衝突（岸壁）
527,34.195,134.596,﻿浸水
528,26.362167,127.5,﻿運航阻害
529,32.628333,129.738333,﻿衝突（桟橋）
530,34.9956,139.8185,﻿乗揚
531,34.97183,139.1037,﻿乗組員負傷
532,34.065,134.6676,﻿運航阻害
533,32.628,129.7388,﻿衝突（桟橋）
534,35.021667,138.896667,﻿衝突（桟橋）
535,26.6383,127.528,﻿衝突（岸壁）
536,30.74067,130.95183,﻿旅客負傷
537,34.0567,134.5833,﻿乗組員負傷
538,34.0493,134.665,﻿乗揚
539,34.057,134.583,﻿運航阻害
540,32.7167,129.585,﻿運航阻害
541,26.256,127.402,﻿潜水者負傷
542,26.3694,127.7222,﻿乗揚
543,26.259167,127.33,﻿運航不能（舵故障）
544,35.163,139.772,﻿火災
545,34.073667,134.546333,﻿衝突
546,32.626,129.738,﻿衝突（桟橋）
547,33.128,131.81,﻿衝突（岸壁）
548,35.03517,138.88883,﻿衝突（岸壁）
549,32.626,129.738,﻿衝突（桟橋）
550,34.7083,136.9983,﻿衝突（防波堤）
551,32.5283,130.4267,﻿座洲
552,34.2906,136.8067,﻿乗揚
553,26.448167,127.795167,﻿乗組員負傷
554,34.585,137.02,﻿衝突（桟橋）
555,34.685,137.005,﻿衝突
556,34.7037,136.9958,﻿浸水
557,26.4536,127.78,﻿旅客負傷
558,32.5153,130.4587,﻿運航不能（燃料不足）
559,43.19667,141.02,﻿衝突
560,32.5408,130.5565,﻿浸水
561,26.3467,126.8475,﻿運航不能（機関室浸水）
562,26.7047,127.8108,﻿衝突
563,34.6703,138.9517,﻿座洲
564,34.69817,136.97217,﻿旅客負傷
565,32.3383,130.3373,﻿旅客負傷
566,26.517,128.063,﻿転覆
567,34.7767,136.6067,﻿火災
568,34.2717,136.8133,﻿運航不能（燃料供給不能）
569,35.0583,136.8452,﻿運航阻害
570,31.26833,130.22,﻿旅客負傷
571,34.505,136.892,﻿乗揚
572,35.084817,136.87955,﻿衝突（係船浮標）
573,32.3928,130.344,﻿乗揚
574,31.2633,130.2167,﻿遊泳者負傷
575,32.375,130.33737,﻿衝突
576,43.2283333,140.9416667,﻿乗揚
577,32.3685,130.3517,﻿衝突（桟橋）
578,32.5382,130.3852,﻿乗揚
579,26.7067,127.8037,﻿衝突（岸壁）
580,32.528333,130.426667,﻿乗揚
581,26.655,127.8334,﻿乗客負傷
582,30.99067,130.6217,﻿衝突（鯨）
583,31.2617,130.2167,﻿遊泳者負傷
584,26.44,127.77,﻿乗揚
585,32.39167,130.3067,﻿衝突（灯浮標）
586,32.595,130.465,﻿安全阻害
587,31.262167,130.217,﻿遊泳者負傷
588,34.740667,137.018611,﻿旅客負傷
589,32.5383,130.4315,﻿乗揚
590,34.7,136.993,﻿乗揚（のり養殖施設）
591,34.4883,136.85,﻿乗揚
592,34.698167,136.983333,﻿衝突
593,31.22167,130.755,﻿旅客負傷
594,26.540667,128.077667,﻿乗揚
595,43.2416,140.9983,﻿運航阻害
596,34.49,136.844,﻿乗組員死亡
597,35.118833,136.907333,﻿沈没
598,34.7,136.98,﻿衝突
599,32.338333,130.337333,﻿衝突（桟橋）
600,26.44,127.7817,﻿転覆
601,26.5038,127.8547,﻿乗揚
602,34.7767,136.9167,﻿旅客負傷
603,43.188833,141.025833,﻿衝突（岸壁）
604,31.2383,130.66,﻿運航阻害
605,34.67,138.9495,﻿乗組員負傷
606,34.514,136.852,﻿衝突（護岸）
607,26.321667,127.7537,﻿火災
608,26.7019,127.8055,﻿乗揚
609,26.463,127.8083,﻿乗揚
610,34.7036,137.01,﻿衝突（岸壁）
611,26.635,128.023,﻿衝突（浮標）
612,32.38,130.3815,﻿衝突
613,31.1464,130.68,﻿漁具損傷
614,31.315,130.193,﻿転覆
615,34.6467,129.495,﻿運航阻害
616,34.285,136.77,﻿衝突
617,30.78,130.28,﻿衝突（岸壁）
618,35.0485,136.8083,﻿乗揚
619,38.2703,141.5083,﻿衝突
620,33.996667,130.033333,﻿衝突（海中の障害物）
621,44.175,145.11,﻿運航阻害
622,26.928167,127.989167,﻿運航阻害
623,38.1012,138.6185,﻿衝突（水中浮遊物）による乗船者負傷
624,33.8103,129.7537,﻿衝突（岸壁）
625,33.808333,129.755,﻿衝突
626,34.8685,129.3702,﻿衝突（鯨）
627,37.915,139.048,﻿衝突（橋りょう工事施設）
628,37.932833,139.061167,﻿旅客死亡
629,38.256,141.495,﻿安全阻害
630,38.0703,138.7217,﻿運航不能（電源喪失）
631,44.194,145.185,﻿旅客及び乗組員負傷
632,30.43183,130.57667,﻿乗揚
633,37.928333,139.056667,﻿乗組員死亡
634,37.775,139.0117,﻿座洲
635,41.8267,141.6817,﻿火災
636,38.4583,141.5183,﻿衝突
637,36.1083,133.0408,﻿衝突（岸壁）
638,44.1685,145.132,﻿旅客負傷
639,36.0685,133.0533,﻿乗揚
640,37.93333,139.06333,﻿運航阻害
641,44.095,145.0083,﻿乗揚
642,38.08,138.45,﻿運航阻害
643,35.0083,138.4983,﻿乗組員負傷
644,27.0367,127.9686,﻿衝突（岸壁）
645,30.475,130.47,﻿運航阻害
646,38.0917,138.523,﻿運航阻害
647,35.885,133.144,﻿衝突（海洋生物）
648,33.8083,129.7555,﻿乗揚
649,42.938,144.38,﻿乗揚（定置網）
650,38.0815,138.454,﻿運航阻害
651,27.1333,128.225,﻿運航阻害
652,36.107,133.076667,﻿運航阻害
653,38.048333,138.855556,﻿運航阻害
654,38.08,138.448,﻿運航阻害
655,35.015,138.495,﻿衝突（岸壁）
656,36.105,133.075,﻿旅客船いそかぜⅡ衝突（護岸）
657,32.952,133.578,﻿船体傾斜
658,37.937,139.0685,﻿乗組員負傷
659,33.811,129.7537,﻿衝突（岸壁）
660,38.0794,138.447,﻿運航阻害
661,34.8467,129.3833,﻿運航阻害
662,36.1075,133.0408,﻿渡船橋損傷
663,40.525,141.5217,﻿座洲
664,32.7333,132.4867,﻿乗組員死亡
665,33.602,135.9383,﻿乗揚
666,24.912167,125.281917,﻿遊泳者負傷
667,31.515,131.377,﻿衝突
668,40.548,141.508,﻿衝突（岸壁）
669,40.2067,139.9815,﻿衝突
670,38.3265,141.0855,﻿乗揚
671,33.255,129.1333,﻿衝突（防波堤）
672,40.2185,140.0067,﻿座洲
673,34.0932,129.375,﻿衝突（海洋生物）
674,33.73,129.635,﻿乗揚
675,33.460833,134.496667,﻿衝突（灯浮標）
676,36.2033,133.3367,﻿衝突（陸上施設）
677,36.202,133.323,﻿衝突
678,34.421667,131.402056,﻿衝突
679,24.8165,125.2685,﻿衝突
680,33.744,129.68,﻿衝突
681,33.4518,129.7315,﻿衝突
682,40.646667,141.54,﻿運航阻害
683,40.5483,141.507,﻿衝突（岸壁）
684,38.3333,141.0692,﻿衝突
685,33.412,129.688,﻿衝突
686,27.975,129.0583333,﻿運航阻害
687,34.008333,130.728333,﻿衝突
688,25.1417,125.3133,﻿浸水
689,32.8167,133.9167,﻿安全阻害
690,33.936667,129.67,﻿運航阻害
691,38.3485,141.0753,﻿運航不能（機関故障）
692,39.6716667,141.98175,﻿乗揚
693,34.5833,131.2667,﻿運航阻害
694,38.35175,141.066167,﻿運航不能（機関故障）
695,33.2596,129.13,﻿運航阻害
696,31.5317,131.4033,﻿旅客船あけぼの３乗揚
697,33.895467,130.503,﻿運航阻害
698,24.8133,125.27,﻿衝突（消波ブロック）
699,34.196,129.2916,﻿衝突（可動橋）
700,41.144,140.825,﻿乗揚
701,40.528,141.517,﻿衝突
702,24.8067,125.2783,﻿衝突（桟橋）
703,33.37167,129.46667,﻿乗揚
704,33.888667,130.441667,﻿運航阻害
705,33.727778,134.788611,﻿衝突
706,33.3133,134.4217,﻿運航阻害
707,24.808,125.275,﻿衝突（岸壁）
708,34.4333,131.2567,﻿乗揚
709,38.33,141.0779,﻿運航不能（機関故障）
710,41.225,140.7767,﻿運航阻害
711,38.325,141.177,﻿衝突（岩場）
712,38.365,141.0667,﻿乗揚
713,39.270333,141.896333,﻿沈没
714,34.0012,129.609,﻿衝突（海洋生物）
715,28.04258,129.16815,﻿乗組員負傷
716,39.7613,140.0506,﻿乗揚
717,41.1258,140.8128,﻿乗揚
718,40.548166,141.506667,﻿旅客船べにりあ衝突（岸壁）
719,39.7583,140.0555,﻿旅客船フェリーしらかば引船海翔丸衝突
720,38.33333,141.07833,﻿旅客船マリンブルー運航阻害
721,28.603333,129.491667,﻿運航阻害
722,40.5533,141.5149,﻿運航阻害
723,34.106667,129.42033,﻿衝突（鯨）
724,24.3351667,124.1573333,﻿火災
725,24.7783,125.1925,﻿乗揚
726,24.335,124.1533,﻿衝突
727,24.404,123.887,﻿旅客負傷
728,33.075,129.7883,﻿運航不能（機関故障）
729,27.398167,128.665833,﻿衝突（消波ブロック）
730,32.92033,132.6967,﻿衝突
731,33.6352,136.2755,﻿船体傾斜
732,27.0367,128.4022,﻿乗組員負傷
733,24.3633,124.0419,﻿乗揚
734,24.2883,124.0555,﻿火災
735,24.30862,124.07462,﻿乗揚
736,34.425,131.185,﻿運航不能（舵故障）
737,33.0518,129.7906,﻿旅客死亡
738,33.896,139.587,﻿衝突（岸壁）
739,27.0535,128.39,﻿乗揚
740,33.1167,129.795,﻿運航阻害
741,35.63,135.3983,﻿運航不能（機関損傷）
742,24.3333,124.1283,﻿運航不能（機関損傷）
743,24.3367,124.125,﻿運航阻害
744,24.335,124.1283,﻿ダイビング客負傷
745,33.0883,129.7883,﻿爆発
746,27.0369,128.4036,﻿乗揚
747,24.255,123.954,﻿運航阻害
748,24.2833,124.0369,﻿運航阻害
749,33.896667,139.588833,﻿衝突（岸壁）
750,34.712167,136.528167,﻿乗揚
751,33.896111,139.588611,﻿衝突（岸壁）
752,33.0868,129.7867,﻿爆発
753,27.0351,128.4,﻿衝突（岸壁）
754,41.7907,141.2186,﻿衝突
755,24.31,124.0883,﻿乗揚
756,24.33333,124.106667,﻿旅客負傷
757,24.874,125.197,﻿浸水
758,24.37583,124.09517,﻿浸水
759,24.345,123.72,﻿遊泳者負傷
760,24.48,123.9167,﻿沈没
761,37.425,141.2067,﻿浸水
762,24.3273,124.17033,﻿衝突（灯標）
763,33.22038,132.55683,﻿衝突（浮標）
764,24.323333,124.115,﻿乗揚
765,33.8533,139.587,﻿遊泳客負傷
766,32.1037,131.7183,﻿乗組員負傷
767,32.906,132.66,﻿乗組員負傷
768,29.8417,129.8433,﻿乗揚
769,27.3985,128.665,﻿乗組員負傷
770,45.2425,141.228333,﻿トレーラー運転手死亡
771,27.3956,128.6667,﻿乗揚
772,24.454,124.078,﻿乗揚
773,37.31,141.24,﻿作業員負傷
774,36.944,140.905,﻿乗組員負傷
775,39.895,139.7333,﻿乗揚
776,27.738,129.025,﻿陸上作業員負傷
777,33.0815,129.7927,﻿乗揚
778,36.3085,140.5721,﻿衝突（岸壁）
779,24.32,124.1083,﻿転覆
780,32.896333,129.942472,﻿乗揚
781,32.9167,132.6853,﻿乗揚
782,40.446,139.3617,﻿運航阻害
783,24.3517,124.0519,﻿乗揚
784,32.898333,129.812222,﻿乗揚
785,33.0851,129.7906,﻿運航不能（電源喪失）
786,32.895,132.66,﻿乗揚
787,33.896,139.5883,﻿衝突（岸壁）
788,30.405,130.225,﻿旅客負傷
789,45.415,141.6853,﻿衝突（岸壁）
790,24.25833,123.89167,﻿乗揚
791,44.3883,141.6933,﻿定置網損傷
792,24.3369,124.0935,﻿衝突
793,43.303,140.598,﻿乗揚
794,24.8083,125.1455,﻿乗揚
795,24.3467,124,﻿乗揚
796,34.4317,131.1717,﻿運航不能（絡網）
797,24.345,124.1075,﻿運航阻害
798,24.418833,123.826667,﻿乗揚
799,27.3967,128.665,﻿衝突（岸壁）
800,24.3083,124.0833,﻿運航阻害
801,24.335,124.143,﻿運航不能（舵脱落）
802,32.95,132.5,﻿浸水
803,24.83666667,125.215,﻿衝突（岸壁）
804,24.3352,124.145,﻿運航阻害
805,24.326667,124.125,﻿運航阻害
806,24.285,124.005,﻿乗揚
807,24.306,124.0917,﻿乗揚
808,24.4667,124.12,﻿乗揚
809,28.7534,129.3455,﻿衝突
810,24.455,124.087,﻿乗揚
811,44.4383,141.3267,﻿火災
812,24.3567,124.0478,﻿転覆
813,33.08,129.79,﻿衝突
814,24.2617,123.892,﻿乗揚
815,33.0825,129.7866,﻿衝突（桟橋）
816,40.3517,139.7389,﻿運航阻害
817,29.84,129.848,﻿運航阻害
818,33.2036,132.3685,﻿衝突（岸壁）
819,35.67,135.277,﻿衝突（桟橋）
820,24.337,124.137,﻿運航阻害
821,24.35,124.041667,﻿運航阻害
822,36.302,140.575,﻿衝突(灯浮標)
823,33.07833,129.7883,﻿運航不能（舵故障）
824,24.306667,124.075,﻿乗揚
825,24.306667,124.075,﻿乗揚
826,24.271667,123.8835,﻿乗組員負傷
827,24.3467,124.0653,﻿乗揚
828,24.2717,123.995,﻿乗揚
829,36.3083,140.5722,﻿浸水
830,24.3367,123.7297,﻿乗揚
831,45.2983,141.0478,﻿衝突（岸壁）
832,35.4917,135.6533,﻿運航阻害
833,45.2417,141.2383,﻿旅客負傷
834,34.626,136.576,﻿運航阻害
835,24.4167,123.8037,﻿乗揚
836,32.8983,129.812,﻿乗揚
837,24.323667,124.005,﻿乗揚
838,24.27,123.99,﻿乗揚
839,24.2685,123.9852,﻿乗揚
840,44.402,141.563,﻿旅客負傷
841,34.7585,134.7249,﻿乗組員負傷
842,33.248,131.5883,﻿衝突（岸壁）
843,44.303333,143.461667,﻿定置網損傷
844,28.1445,129.3075,﻿乗組員負傷
845,31.7067,129.7456,﻿運航阻害
846,28.162167,129.288833,﻿乗揚
847,28.145,129.308,﻿衝突（可動橋）
848,34.97667,129.23333,﻿衝突（海洋生物）
849,28.39333,129.87333,﻿運航阻害
850,44.326667,145.305,﻿乗組員行方不明
851,28.1083,129.32,﻿乗揚
852,35.7217,136.0592,﻿運航阻害
853,38.0867,138.2384,﻿運航不能（燃料不足）
854,39.1855,139.55,﻿運航阻害
855,37.373,138.525,﻿運航不能（燃料不足）
856,31.44333,131.095,﻿転覆
857,34.785,134.663,﻿乗揚
858,24.645,124.722,﻿衝突（岸壁）
859,36.7703,137.3122,﻿運航不能（絡索）
860,31.6333,129.7139,﻿遊覧船おとひめ衝突（防波堤）
861,28.145,129.275,﻿運航不能（機関故障）
862,28.6917,129.9983,﻿運航阻害
863,28.0319,129.2567,﻿乗揚
864,39.063,139.657,﻿運航阻害
865,35.4167,136.1369,﻿運航阻害
866,35.3333333,136.1,﻿衝突（防波堤）
867,34.763,134.648,﻿衝突（防波堤）
868,37.3517,138.4933,﻿乗揚
869,32.727,128.6,﻿衝突（岸壁）
870,28.145,129.308,﻿衝突（岸壁）
871,37.59,138.305,﻿衝突（海洋生物）
872,28.1449,129.3075,﻿衝突（岸壁）
873,29.611667,129.713333,﻿乗揚
874,29.455,129.593,﻿乗組員負傷
875,36.7736,137.1183,﻿乗揚
876,30.22,130.67,﻿衝突（漁具）
877,44.1,145.45,﻿運航不能（機関故障）
878,34.7815,134.6633,﻿浸水
879,35.4583,136.1433,﻿衝突
880,37.183333,138.251667,﻿衝突
881,35.037,129.158,﻿運航阻害
882,31.7036,129.7386,﻿衝突（可動橋）
883,32.0983,129.5906,﻿旅客負傷
884,28.1445,129.3067,﻿衝突
885,33.248244,131.587975,﻿衝突（岸壁）
886,26.175,127.22833,﻿ダイビング客負傷
887,24.7233,124.9111,﻿衝突（海洋生物）
888,33.921833,135.918833,﻿衝突（岩場）
889,24.45,122.94,﻿乗揚
890,35.603833,134.813667,﻿転覆
891,32.4467,139.76,﻿衝突（岸壁）
892,35.8178,140.6694,﻿船舶事故
893,35.5717,135.2,﻿旅客負傷
894,24.44,124.775,﻿乗揚
895,35.421667,131.402,﻿衝突
896,38.865,141.642,﻿運航阻害
897,32.429933,131.680011,﻿乗揚
898,32.255,140.3416667,﻿旅客負傷
899,24.153,123.935,﻿運航阻害
900,26.18,127.8267,﻿衝突（桟橋）
901,24.478,122.95,﻿潜水者負傷
902,24.2317,123.9333,﻿旅客負傷
903,33.296667,132.946667,﻿同乗者負傷
904,36.3018,133.1927,﻿乗揚
905,33.5045,133.5628,﻿座洲
906,35.551667,135.188833,﻿衝突
907,44.096333,143.807333,﻿旅客負傷
908,38.93,139.82,﻿火災
909,33.505,133.563,﻿衝突（岸壁）
910,35.926,140.53,﻿衝突
911,30.41666667,128.3333333,﻿船舶事故
912,26.4667,129.6667,﻿商船 自沈
913,29.4072,124.7263,﻿船舶事故
914,24.652778,125.004444,﻿船舶事故
915,32.146,140.267,﻿旅客負傷
916,24.244,123.987,﻿火災
917,24.1992,123.5228,﻿旅客 負傷
918,24.16,123.826,﻿旅客負傷
919,35.656667,134.823333,﻿衝突（岸壁付近施設）
920,24.2067,123.8852,﻿運航阻害
921,26.245,127.935,﻿衝突（岸壁）
922,35.890667,140.498167,﻿乗組員死亡
923,35.9333,140.5433,﻿衝突（閘門）
924,36.3018,133.1925,﻿乗揚
925,26.245,127.935,﻿衝突
926,27.033333,142.18,﻿乗揚
927,27.134,142.183,﻿運航不能（推進器損傷）
928,27.083333,142.186667,﻿乗揚
929,10.765933,106.71066,﻿衝突
930,43.4483,144.1116,﻿運航不能（機関故障）
931,37.511666,140.045,﻿乗揚
932,35.4075,138.8772,﻿乗揚
933,35.4083,138.8767,﻿安全阻害
934,34.837,135.648,﻿乗揚
935,36.05,138.112,﻿衝突
936,36.0575,138.0853,﻿運航不能（燃料供給不能）
937,27.095,142.197,﻿衝突（桟橋）
938,34.97333,135.90667,﻿乗組員負傷
939,36.04817,138.10183,﻿衝突
940,35.4133,138.873,﻿釣り客負傷
941,40.4582,140.8988,﻿乗客負傷
942,35.511667,138.738333,﻿衝突
943,35.03,135.65,﻿乗組員死亡
944,43.4686,144.1067,﻿乗揚
945,36.725833,139.475833,﻿衝突
946,13.4575,144.665,﻿衝突（係船施設）
947,40.47,140.9167,﻿旅客負傷
948,35.465,137.837,﻿乗組員行方不明
949,35.512167,138.763,﻿衝突
950,35.5166,138.7482,﻿衝突
951,35.44067,136.775,"﻿乗組員負傷（１件目の事故）, 衝突（消波ブロック）（２件目の事故）"
